iterations, fitness, time, fevals
0,42.0,0.052736046,11762138
100,42.0,0.099586587,11782338
200,42.0,0.150322744,11802538
300,42.0,0.194920937,11822738
400,42.0,0.238740265,11842938
500,42.0,0.275899513,11863138
600,42.0,0.325190536,11883338
700,42.0,0.369821094,11903538
800,42.0,0.416963577,11923738
900,42.0,0.456706547,11943938
1000,42.0,0.500371867,11964138
1100,42.0,0.544868856,11984338
1200,42.0,0.58868867,12004538
1300,42.0,0.628227934,12024738
1400,42.0,0.672133914,12044938
1500,42.0,0.716418423,12065138
1600,42.0,0.76045553,12085338
1700,42.0,0.799720955,12105538
1800,42.0,0.84381842,12125738
1900,42.0,0.887418708,12145938
2000,42.0,0.930932607,12166138
2100,42.0,0.972660674,12186338
2200,42.0,1.017186591,12206538
2300,42.0,1.064993276,12226738
2400,42.0,1.11267397,12246938
2500,42.0,1.157257003,12267138
2600,42.0,1.195981785,12287338
2700,42.0,1.241420059,12307538
2800,42.0,1.291891545,12327738
2900,42.0,1.341172391,12347938
3000,42.0,1.387273066,12368138
3100,42.0,1.43157966,12388338
3200,42.0,1.473645316,12408538
3300,42.0,1.519540498,12428738
3400,42.0,1.562836744,12448938
3500,42.0,1.607707326,12469138
3600,42.0,1.647777574,12489338
3700,42.0,1.691985951,12509538
3800,42.0,1.740588347,12529738
3900,42.0,1.786832163,12549938
4000,42.0,1.829171337,12570138
4100,42.0,1.869066792,12590338
4200,42.0,1.91576697,12610538
4300,42.0,1.96126119,12630738
4400,42.0,2.00654818,12650938
4500,42.0,2.050062265,12671138
4600,42.0,2.090396299,12691338
4700,42.0,2.133655372,12711538
4800,42.0,2.177923318,12731738
4900,42.0,2.224180165,12751938
5000,42.0,2.261503483,12772138
